etid,country,fine,controller_processor,article,violation_type,sector,summary,decision_date_imputed,decision_year,fine_cat,fine_cat2,mapping_key,country_label,violation_type_label,sector_label
ETid-360,ROMANIA,5000.0,Sc Cntar Tarom Sa,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,Industry and Commerce,"Unauthorised disclosure of the data of five Tarom passengers due to inadequate technical and organisational measures for secure data processing. Among other things, the company was required to take corrective action, including training its employees and conducting risk assessment procedures.",No,2020,5000.0,3.0,ROMANIA-2020,25,7,5
ETid-359,ROMANIA,2000.0,Romanian Post National Company,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,Transportation and Energy,"Processing of personal data, namely the telephone numbers and e-mail addresses of 81 data subjects, by the Romanian Post as data controller, failing appropriate technical and organisational measures, such as pseudonymisation.",No,2020,2000.0,1.0,ROMANIA-2020,25,7,9
ETid-358,ROMANIA,2000.0,Sc Viva Credit Ifn Sa,Art. 17 GDPR,Insufficient fulfilment of data subjects rights,"Finance, Insurance and Consulting",The company had not informed the data subject within one month (or up to three months if a reason for the delay is given) of the measures taken following the request for deletion of data.,No,2020,2000.0,1.0,ROMANIA-2020,25,3,2
ETid-357,BELGIUM,5000.0,Operator Of Cctv Of A Residential Building,"Art. 6 GDPR, Art. 7 GDPR",Insufficient legal basis for data processing,Industry and Commerce,"The operator of video cameras on a residential property had installed cameras there to monitor the shared area of  two blocks of flats. The data controller argued that the owners had given their consent to this by signing the notarised purchase contracts. However, the data protection authority had denied this after checking the contracts.",No,2020,5000.0,3.0,BELGIUM-2020,1,6,5
ETid-356,SPAIN,5000.0,El Real Sporting De Gijón S.A.D.,"Art. 6 GDPR, Art. 7 GDPR",Insufficient legal basis for data processing,Individuals and Private Associations,"Fines for sending direct marketing communications without sufficient consent, as the form Real Sporting de Gijón submitted to club members did not comply with the GDPR (opt-out instead of opt-in).",No,2020,5000.0,3.0,SPAIN-2020,27,6,4
ETid-355,SPAIN,5000.0,Xfera Moviles S.A.,Art. 58 GDPR,Insufficient cooperation with supervisory authority,"Media, Telecoms and Broadcasting","Following a complaint, Xfera Móviles was requested by the AEPD to submit certain information and documents, but did not do so within the provided time limit.",No,2020,5000.0,3.0,SPAIN-2020,27,0,6
ETid-354,SPAIN,75000.0,"Telefónica Móviles España, Sau","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"Media, Telecoms and Broadcasting",The company had carried out the number porting of his telephone line from his current company without his consent. Personal data was transferred from the former telephone operator to Telefónica Móviles España in order to change the ownership of the telephone line without sufficient legal basis.,No,2020,75000.0,8.0,SPAIN-2020,27,6,6
ETid-353,SPAIN,70000.0,"Telefónica Móviles España, Sau","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"Media, Telecoms and Broadcasting","The data subject's account was debited for two telephone lines that he had never ordered or approved. This constituted unlawful processing of personal data, since the data subject's information was stored in the information systems of Telefónica Móviles España without a legal basis for invoicing.",No,2020,70000.0,8.0,SPAIN-2020,27,6,6
ETid-352,SPAIN,55000.0,"Telefónica Móviles España, Sau","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"Media, Telecoms and Broadcasting","Telefónica Móviles España has processed the personal data of a data subject, such as first and last name and bank details, in order to activate three telephone lines that were never requested. This constitutes a breach of the principle of lawfulness of the processing.",No,2020,55000.0,7.0,SPAIN-2020,27,6,6
ETid-351,SPAIN,10000.0,"El Periódico De Catalunya, S.L.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"Media, Telecoms and Broadcasting","Following a request for erasure addressed to the company, the data subject received another newsletter from the newspaper, although El Periódico de Catalunya claimed to have granted the request. This was due to a failure of an external service provider of the company.",No,2020,10000.0,4.0,SPAIN-2020,27,6,6
ETid-350,SPAIN,70000.0,Xfera Moviles S.A.,Art. 5 GDPR,Non-compliance with general data processing principles,"Media, Telecoms and Broadcasting","A data subject had received a call from another Xfera Móviles customer who stated that the company had charged his bank account with an invoice, disclosing the personal details of the other data subject. This was due to an error on the part of Xfera Móviles and was therefore a violation of the principles of integrity and confidentiality.",No,2020,70000.0,8.0,SPAIN-2020,27,8,6
ETid-349,SPAIN,80000.0,Orange Espagne S.A.U.,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"Media, Telecoms and Broadcasting","The company had unlawfully activated several telephone line contracts using the personal data of a data subject. This constituted an unlawful processing operation, since the data of the data subject was entered into the company's database and processed there without a legitimate legal basis.",No,2020,80000.0,8.0,SPAIN-2020,27,6,6
ETid-348,GREECE,5000.0,New York College S.A.,Art. 5 GDPR,Non-compliance with general data processing principles,Public Sector and Education,The College had contacted the complainant directly by telephone with regard to an educational programme and had processed personal data in a non-transparent manner.,No,2020,5000.0,3.0,GREECE-2020,11,8,7
ETid-347,SPAIN,1500.0,"Comercial Vigobrandy, Sl","Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR",Insufficient fulfilment of information obligations,Industry and Commerce,Installation of CCTV surveillance without adequate information by using a sign,No,2020,1500.0,1.0,SPAIN-2020,27,4,5
ETid-346,SPAIN,40000.0,Iberia Lae Sa Operadora Unipersonal,Art. 58 GDPR,Insufficient cooperation with supervisory authority,Transportation and Energy,"The company did not grant the data subject access to telephone records. The applicant's request for access did not receive a reply, despite the prior order of the AEPD.",No,2020,40000.0,6.0,SPAIN-2020,27,0,9
ETid-345,SPAIN,24000.0,"Banco Bilbao Vizcaya Argentaria, Sa","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"Finance, Insurance and Consulting","BBVA had no legitimate basis for processing the data of the data subject and had therefore infringed Article 6(1) of the GDPR, since the company processed solvency and credit information files without a prior contractual relationship with the data subject.",No,2020,24000.0,6.0,SPAIN-2020,27,6,2
ETid-344,BELGIUM,600000.0,Google Belgium Sa,"Art. 5 GDPR, Art. 6 GDPR, Art. 17 (1) a) GDPR, Art. 12 GDPR",Insufficient fulfilment of data subjects rights,"Media, Telecoms and Broadcasting","The Belgian data protection authority has fined Google Belgium SA, a subsidiary of Google, 600,000 euros. The reasons for the fine were the rejection of an application by a data subject for dereferencing outdated articles that the data subject had considered to be damaging to its reputation, and lack of transparency in Google's form for dereferencing applications. The Belgian data protection authority found that articles relating to unfounded harassment complaints could have serious consequences for the data subjects, and natural persons were therefore entitled to have articles deleted/dereferenced. This also applies to persons who hold political office, even though these offices are generally less worthy of protection due to their public status and articles relating to political persons may therefore be stored for a longer period of time. Google's rejection of the application was therefore in breach of Article 17 of the GDPR (fine for this breach: €500,000). In addition, a further €100,000 was imposed for breach of the principle of transparency, as Google's rejection of the request for deletion was not sufficiently justified",No,2020,600000.0,9.0,BELGIUM-2020,1,3,6
ETid-343,SPAIN,55000.0,Xfera Moviles S.A.,"Art. 5 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,"Media, Telecoms and Broadcasting","The company had changed a contract for a mobile phone connection to a new owner, whereby the personal data of a data subject such as his address and telephone numbers were freely accessible. This constituted a violation of the principles of confidentiality and integrity.",No,2020,55000.0,7.0,SPAIN-2020,27,7,6
ETid-342,SPAIN,5000.0,School Fitness Holiday & Franchising S.L.,Art. 5 GDPR,Non-compliance with general data processing principles,Industry and Commerce,Breach of transparency principle. No further information available at the moment.,No,2020,5000.0,3.0,SPAIN-2020,27,8,5
ETid-341,SPAIN,5000.0,Global Business Travel Spain Slu,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,Transportation and Energy,"The fine was preceded by an employee's access to health data of a person concerned. In the course of its investigations, the Data Protection Authority found that Global Business Travel Spain, as data controller, had infringed Article 32(2) and (4) of the GDPR by failing to take adequate technical and organisational measures to protect the data from unauthorised disclosure.",No,2020,5000.0,3.0,SPAIN-2020,27,7,9
ETid-340,SPAIN,12000.0,"Vodafone España, Sau",Art. 5 GDPR,Non-compliance with general data processing principles,"Media, Telecoms and Broadcasting","Fines for violation of Art. 5 (1) d) GDPR for changing the customer's master data into the name of a third party, the ex-spouse of the customer.",No,2020,12000.0,5.0,SPAIN-2020,27,8,6
ETid-339,SPAIN,1000.0,Centro Internacional De Crecimiento Laboral Y Profesional S.L.,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,Individuals and Private Associations,Sending commercial messages without consent and without the possibility to object.,No,2020,1000.0,0.0,SPAIN-2020,27,6,4
ETid-338,SPAIN,1500.0,Auto Desguaces Iglesias S.L.,Art. 5 GDPR,Non-compliance with general data processing principles,Industry and Commerce,The company had installed surveillance cameras that recorded the public road and therefore violated the principle of data minimization.,No,2020,1500.0,1.0,SPAIN-2020,27,8,5
ETid-337,ITALY,800000.0,Iliad Italia S.P.A.,"Art. 5 GDPR, Art. 25 GDPR",Non-compliance with general data processing principles,"Media, Telecoms and Broadcasting","The fine relates to data protection infringements concerning the processing of customer data for the activation of SIM cards and the manner in which payment data was recorded. In addition, the data protection authority stated that the company had violated the principles of lawfulness, fairness and transparency as well as the integrity and confidentiality with regard to the processing of personal data for direct marketing purposes and the storage of customer data in the personal area of its website.",No,2020,800000.0,9.0,ITALY-2020,16,8,6
ETid-336,ITALY,16700000.0,Wind Tre S.P.A.,"Art. 5 GDPR, Art. 6 GDPR, Art. 12 GDPR, Art. 24 GDPR, Art. 25 GDPR",Insufficient legal basis for data processing,"Media, Telecoms and Broadcasting","Fines for several unlawful data processing activities relating to direct marketing. Hundreds of data subjects claimed to have received unsolicited communications sent without their prior consent by SMS, e-mail, telephone calls and automated calls. The data subjects were not able to exercise their right to withdraw their consent and object to processing for direct marketing purposes because the information contained in the Data Protection Policy was incomplete in relation to the contact details. Furthermore, the data protection authority stated that the data of the data subjects were published on public telephone lists despite their objection. In addition, several apps distributed by the company were set up in such a way that the user had to give his consent to various processing activities each time he accessed them, with the possibility of withdrawing consent given only after 24 hours.",No,2020,16700000.0,9.0,ITALY-2020,16,6,6
ETid-335,ITALY,200000.0,Merlini S.R.L.,"Art. 5 GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 28 GDPR, Art. 29 GDPR",Insufficient legal basis for data processing,Industry and Commerce,"The company had carried out telemarketing activities on behalf of Wind Tre S.p.A. through a third party provider as data processor without sufficient legal basis fpr data processing (Art. 5-7 GDPR) and without sufficient contractual agreements (Art. 28, 29 GDPR) with the third party provider.",No,2020,200000.0,8.0,ITALY-2020,16,6,5
ETid-334,THE NETHERLANDS,830000.0,Bureau Krediet Registration ('Bkr'),"Art. 12 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,"Finance, Insurance and Consulting",BKR had required the payment of a fee when individuals requested access to their personal data and only provided access to their data once a year free of charge by post.,No,2020,830000.0,9.0,THENETHERLANDS-2020,29,3,2
ETid-333,NORWAY,46660.0,Municipality Of Rælingen,"Art. 32 GDPR, Art. 35 GDPR",Insufficient technical and organisational measures to ensure information security,Public Sector and Education,"Fine for the processing of children's health data in connection with disability through the digital learning platform 'Showbie'. The Municipality had failed to carry out a Data Protection Impact Assessment ('DPIA') in accordance with Article 35 of the General Data Protection Regulation (Regulation (EU) 2016/679) ('GDPR') prior to the start of the processing and had not taken adequate technical and organisational measures in accordance with Article 32 of the GDPR, resulting in an increased risk of unauthorised access to the personal data of the pupils.",No,2020,46700.0,7.0,NORWAY-2020,22,7,7
ETid-332,POLAND,3400.0,East Power Sp. Z O.O.,"Art. 31 GDPR, Art. 58 GDPR",Insufficient cooperation with supervisory authority,Transportation and Energy,"After three subpoenas to East Power, in which the latter failed to provide sufficient explanations on a direct marketing complaint, the data protection authority found that East Power had deliberately obstructed the course of the procedure or at least failed to comply with its obligations to cooperate with the supervisory authority.",No,2020,3400.0,3.0,POLAND-2020,23,0,9
ETid-331,ROMANIA,15000.0,Proleasing Motors Srl,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,Industry and Commerce,"The company had failed to take adequate technical and organisational measures to ensure data security, which led to the publication on Facebook of a document containing a password for access to personal data of 436 customers.",No,2020,15000.0,5.0,ROMANIA-2020,25,7,5
ETid-330,SPAIN,5000.0,Xfera Moviles S.A.,"Art. 31 GDPR, Art. 58 GDPR",Insufficient cooperation with supervisory authority,"Media, Telecoms and Broadcasting",The company had not cooperated sufficiently with the data protection authority.,No,2020,5000.0,3.0,SPAIN-2020,27,0,6
ETid-329,SPAIN,3600.0,"Saunier-Tec Mantenimientos De Calor Y Frio, Sl.",Art. 33 GDPR,Insufficient fulfilment of data breach notification obligations,Industry and Commerce,"Although the company had taken steps to remedy a data breach, it had not informed the AEPD sufficiently. As a result, the AEPD imposed a fine of EUR 4,800, which was reduced to EUR 3,600 due to voluntary payment.",No,2020,3600.0,3.0,SPAIN-2020,27,2,5
ETid-328,NORWAY,,Odin Flissenter As,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,Industry and Commerce,"On July 2, 2020, the Norwegian DPA (Datatilsynet) announced that it intents to fine Odin Flissenter AS EUR 28,000 for violations of Art. 5 GDPR and Art. 6 GDPR. This fine has been imposed in the meantime, see details at <a class=""blau"" href=""https://www.enforcementtracker.com/ETid-416."" target=""_bl",No,2020,,,NORWAY-2020,22,6,5
ETid-327,SPAIN,4000.0,De Vere Spain S.L.,Art. 21 GDPR,Insufficient fulfilment of data subjects rights,Industry and Commerce,"The company did not respond to the data subject's request to stop processing his or her data, and therefore data subject continued to receive commercial calls.",No,2020,4000.0,3.0,SPAIN-2020,27,3,5
ETid-326,SPAIN,24000.0,Iberdrola Clientes,Art. 5 GDPR,Non-compliance with general data processing principles,Transportation and Energy,"A third person had received an electricity bill with personal details such as name, address and bank account of another customer. The reason for this was that Iberdola Clientes was not able to guarantee adequate security measures in the processing of the personal data of the data subject, in violation of the principles of data integrity and confidentiality. The fine of €40,000 has been reduced to €24,000 due to voluntary payment.",No,2020,24000.0,6.0,SPAIN-2020,27,8,9
ETid-325,ITALY,3000.0,San Giorgio Jonico,"Art. 5 GDPR, Art. 6 GDPR, Art. 17 GDPR",Insufficient legal basis for data processing,Public Sector and Education,Publication of a citizen's personal data on a website and failure to comply with requests for deletion.,No,2020,3000.0,2.0,ITALY-2020,16,6,7
ETid-324,ITALY,4000.0,Comune Di Colledara,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,Public Sector and Education,Publication of documents relating to a public tender with personal data on a website,No,2020,4000.0,3.0,ITALY-2020,16,6,7
ETid-323,SPAIN,6000.0,National Police Brigade,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,Public Sector and Education,Making copies of a company's business records in the context of investigations which contained data from third parties and for which there was no legal basis for processing.,No,2020,6000.0,4.0,SPAIN-2020,27,6,7
ETid-322,NORWAY,,Aquateknikk As,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,Industry and Commerce,"On June 19, 2020, the Norwegian DPA (Datatilsynet) announced that it intents to fine Aquateknikk AS  EUR 28,000 for violations of Art. 5 GDPR and Art. 6 GDPR . This fine has been imposed in the meantime, see details at <a class=""blau"" href=""https://www.enforcementtracker.com/ETid-530."" target=""_bl",No,2020,,,NORWAY-2020,22,6,5
ETid-321,NORWAY,112000.0,Østfold Hf Hospital,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,Health Care,"It was found that Østfold HF Hospital had stored patient data, including sensitive data such as the reason for hospitalisation, during the period 2013-2019 without controlling access to the folders where the data was stored. Datatilsynet therefore decided that the hospital had not taken sufficient technical and organisational measures to protect personal data and was therefore in breach of the GDPR and the Patient Records Act.",No,2020,112000.0,8.0,NORWAY-2020,22,7,3
ETid-320,IRELAND,40000.0,Tusla Child And Family Agency,Art. 33 GDPR,Insufficient fulfilment of data breach notification obligations,Public Sector and Education,The organization sent a letter with abuse allegations to a third party who then uploaded it to social networks.,No,2020,40000.0,6.0,IRELAND-2020,14,2,7
ETid-319,DENMARK,6700.0,Lejre Municipality,"Art. 5 GDPR, Art. 6 GDPR, Art. 33 GDPR, Art. 34 GDPR",Non-compliance with general data processing principles,Public Sector and Education,"The data protection authority had found that the Lejre Municipal Child and Youth Centre had regularly uploaded minutes of meetings with particularly sensitive and sensitive personal data, including on citizens under 18 years of age, to the Lejre Municipal Personnel Portal, which was accessible to employees of the Lejre Municipality, regardless of whether the employees in question were working with these cases. In addition, the data protection authority denied the failure to comply with the obligation to inform the persons concerned of the data breach.",No,2020,6700.0,4.0,DENMARK-2020,6,8,7
ETid-318,ISLE OF MAN,13500.0,Department Of Home Affairs,"Art. 12 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,Public Sector and Education,Fines for failure to comply with the right of access to personal data under Articles 12 and 15 GDPR. The Isle of Man has declared the GDPR - although it is not an EU state - to be applicable.,No,2020,13500.0,5.0,ISLEOFMAN-2020,15,3,7
ETid-317,BELGIUM,5000.0,Municipal Employee,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,Public Sector and Education,"In the context of a municipal election in 2018, the data controller had sent election advertisements to a group of employees of the same municipal administration, unlawfully using a list of contact data to which he had no access.",No,2020,5000.0,3.0,BELGIUM-2020,1,6,7
ETid-316,BELGIUM,1000.0,Unknown,"Art. 17 GDPR, Art. 21 GDPR, Art. 31 GDPR",Insufficient fulfilment of data subjects rights,Unknown,"The data subject repeatedly received e-mails with advertising content from a company, although the data subject had objected to the processing of his personal data and requested the deletion of his data. In addition, the company did not respond to any inquiries from the data protection authority in this regard.",No,2020,1000.0,0.0,BELGIUM-2020,1,3,10
ETid-315,BELGIUM,10000.0,Unknown,"Art. 5 GDPR, Art. 6 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,Unknown,"The company sent an e-mail to the person concerned without his consent. Thereupon the person concerned requested timely information about the entries in the database concerning his person, which remained unanswered.",No,2020,10000.0,4.0,BELGIUM-2020,1,3,10
ETid-314,SWEDEN,1900.0,Housing Association,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with general data processing principles,Real Estate,"Unlawful usage of surveillance cameras. In the decision, the data protection authority stressed that sound recordings have additional privacy implications, especially in a residential building, and that in this case there is nothing to justify sound recording. In addition, the decision orders the housing association to stop the cameras recording staircases and entrances, to stop sound recording and to improve the information on camera surveillance.",No,2020,1900.0,1.0,SWEDEN-2020,28,8,8
ETid-313,HUNGARY,288000.0,Digi Távközlési Szolgáltató Kft. ('Digi') (Electronic Communication Service Provider),"Art. 5 (1) b), (e) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security,"Media, Telecoms and Broadcasting","The company had infringed the principles of purpose limitation and storage restriction because its database contained a large amount of customer data which were no longer relevant for the actual purpose of collection and for which no retention period had been set. Furthermore, the NAIH pointed out that the defendant had not taken proportionate measures to reduce the risks in the area of data management and data security, arguing, inter alia, that it had not used encryption mechanisms.",No,2020,288000.0,9.0,HUNGARY-2020,12,7,6
ETid-312,ROMANIA,3000.0,Telekom Romania,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,"Media, Telecoms and Broadcasting","Inadequate security measures of the company had led to unlawful processing of personal data without verifying their accuracy. For this reason, a fine was imposed on Telekom Romania for violation of Article 32 of the GDPR, and the introduction of effective mechanisms to identify and protect data from unauthorised disclosure and unlawful processing is ordered to ensure compliance with the GDPR.",No,2020,3000.0,2.0,ROMANIA-2020,25,7,6
ETid-311,SPAIN,75000.0,Xfera Moviles S.A.,Art. 6 GDPR,Insufficient legal basis for data processing,"Media, Telecoms and Broadcasting","The data subject received a notice from a debt collection company demanding payments in connection with Xfera Móviles' services, even though the claimant had not been a customer of Xfera Móviles since September 2017. Furthermore, the resolution states that Xfera Móviles carried out the processing of the personal data of the plaintiff without his consent, which constitutes a violation of Article 6 of the GDPR.",No,2020,75000.0,8.0,SPAIN-2020,27,6,6
ETid-310,ROMANIA,4000.0,Enel Energie,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,Transportation and Energy,Failure to take adequate measures to prevent unauthorised disclosure of personal data. The fine was preceded by a complaint about the disclosure of personal data of the data subject to another customer by e-mail.,No,2020,4000.0,3.0,ROMANIA-2020,25,7,9
ETid-309,SPAIN,2000.0,Café Bar,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR, Art. 14 GDPR",Non-compliance with general data processing principles,Accomodation and Hospitalty,Illegal use of CCTV cameras (recording of third parties) and insufficient fulfilment of information obligations.,No,2020,2000.0,1.0,SPAIN-2020,27,8,0
ETid-308,SPAIN,2000.0,Comunidad De Propietarios Demelza Beach,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR, Art. 14 GDPR",Non-compliance with general data processing principles,Real Estate,"Illegal use of CCTV cameras due to coverage of public space and recording of passing pedestrians. Furthermore, insufficient fulfilment of information obligations.",No,2020,2000.0,1.0,SPAIN-2020,27,8,8
ETid-307,SPAIN,7500.0,Miraclia (Telecommunications Company),"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"Media, Telecoms and Broadcasting","The recording of telephone jokes via an app constitutes processing of personal data in accordance with the applicable data protection law, as the voices of individuals may constitute personal data if they are associated with other information, such as the telephone number. The consent of the users at the end of the conversation was not sufficient in this case.",No,2020,7500.0,4.0,SPAIN-2020,27,6,6
ETid-306,GERMANY,1240000.0,Allgemeine Ortskrankenkasse ('Aok') (Health Insurance Company),"Art. 5 GDPR, Art. 6 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,"Finance, Insurance and Consulting","From 2015 to 2019, AOK Baden-Württemberg (insurance organization) organized competitions on various occasions and collected personal data of the participants, including their contact details and health insurance affiliation. The AOK also wanted to use this data for advertising purposes, provided the participants had given their consent. With the help of technical and organizational measures, including internal guidelines and data protection training, the AOK wanted to ensure that only data of those contest participants who had previously given their effective consent would be used for advertising purposes. However, the measures defined by the AOK did not meet the legal requirements. As a result, the personal data of more than 500 lottery participants were used for advertising purposes without their consent. Immediately after this became known, the AOK Baden-Württemberg stopped all marketing measures in order to thoroughly examine all processes.",No,2020,1240000.0,9.0,GERMANY-2020,10,7,2
ETid-305,HUNGARY,1450.0,Accounting Firm,"Art. 24 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,"Finance, Insurance and Consulting","A printed customer list of an accounting firm, which also contained personal data, could be accessed by unauthorized persons.",No,2020,1400.0,1.0,HUNGARY-2020,12,7,2
ETid-304,HUNGARY,5800.0,Unknown Company,"Art. 6 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,Unknown,The data controller has not complied with its obligation regarding the right of access to video recordings and was also unable to demonstrate that his data processing activities had been in compliance with data protection laws.,No,2020,5800.0,4.0,HUNGARY-2020,12,3,10
ETid-303,HUNGARY,2890.0,Bank,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"Finance, Insurance and Consulting","Due to an administrative error, the personal data of the data subject were registered and transferred to the Central Credit Information System (CCI) in connection with a loan agreement, without the data subject being a party to the agreement.",No,2020,2900.0,2.0,HUNGARY-2020,12,6,2
ETid-302,ESTONIA,500.0,Housing Association,Art. 6 GDPR,Insufficient legal basis for data processing,Real Estate,Fine of EUR 500 against a housing association for publishing photos showing members of the association without their consent.,No,2020,500.0,0.0,ESTONIA-2020,7,6,8
ETid-301,ROMANIA,3000.0,Telekom Romania Communications Sa,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,"Media, Telecoms and Broadcasting",The company had not taken sufficient technical and organizational measures to ensure the accuracy of personal data transmitted by telephone for the conclusion of contracts. This led to contracts being concluded by telephone on behalf of other data subjects,No,2020,3000.0,2.0,ROMANIA-2020,25,7,6
ETid-300,SPAIN,2000.0,Property Owner,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,Individuals and Private Associations,Usage of CCTV camera which also captured the public roads outside in a violation of the so called principle of data minimisation.,No,2020,2000.0,1.0,SPAIN-2020,27,8,4
ETid-299,SPAIN,2000.0,Attorney,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,"Finance, Insurance and Consulting","In the course of proceedings, an attorney submitted documents whose backs contained personal data of other parties.",No,2020,2000.0,1.0,SPAIN-2020,27,7,2
ETid-298,SPAIN,3000.0,Salad Market S.L. (Catering Company),"Art. 13 GDPR, Art. 14 GDPR",Insufficient fulfilment of information obligations,Industry and Commerce,Fines for lack of sufficient data processing information in relation to video surveillance on business premises and for insufficient information when cookies were used on its website.,No,2020,3000.0,2.0,SPAIN-2020,27,4,5
ETid-297,ROMANIA,3000.0,Estee Lauder Romania,"Art. 6 GDPR, Art. 7 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing,Industry and Commerce,Processing of personal data without sufficient legal basis including health data.,No,2020,3000.0,2.0,ROMANIA-2020,25,6,5
ETid-296,BELGIUM,50000.0,Social Media Provider,Art. 6 GDPR,Insufficient legal basis for data processing,Industry and Commerce,The company has sent invitations to contacts uploaded by its users without their consent or any other legal basis.,No,2020,50000.0,7.0,BELGIUM-2020,1,6,5
ETid-295,BULGARIA,2000.0,Political Party,Art. 6 GDPR,Insufficient legal basis for data processing,Public Sector and Education,Forging signatures on a voters' list.,No,2020,2000.0,1.0,BULGARIA-2020,2,6,7
ETid-294,NORWAY,134000.0,Telenor Norge As,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,"Media, Telecoms and Broadcasting",Fines for security breaches in a voice mailbox function.,No,2020,134000.0,8.0,NORWAY-2020,22,7,6
ETid-293,SPAIN,40000.0,"Telefonica Moviles España, S.A.U.",Art. 6 GDPR,Insufficient legal basis for data processing,"Media, Telecoms and Broadcasting",A sales representative failed to carefully check the identity of a claimant so that he could appear in the name of the data subject and order a telephone connection for four telephone lines in his name.,No,2020,40000.0,6.0,SPAIN-2020,27,6,6
ETid-292,NORWAY,276000.0,Bergen Municipality,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,Public Sector and Education,"In October 2019, the Data Protection Authority was informed by the Municipality of Bergen about a data breach in connection with the municipality's tool for communication between school and home called 'Vigilo'. This tool contained a module that allowed school and parents to communicate via a portal or app but that had not been secured properly to ensure the protection of personal data against security threats.",No,2020,276000.0,9.0,NORWAY-2020,22,7,7
ETid-291,SPAIN,4000.0,Iberdrola Clientes,Art. 58 GDPR,Insufficient cooperation with supervisory authority,Transportation and Energy,"The company was asked to provide the AEPD with specific information in relation to a complaint. However, the company had not replied to the data protection authorities request for information within a certain time frame, in breach of Art. 58 of the GDPR.",No,2020,4000.0,3.0,SPAIN-2020,27,0,9
ETid-290,SPAIN,25000.0,Glovoapp23,Art. 37 GDPR,Insufficient involvement of data protection officer,Industry and Commerce,"The company had not appointed a Data Protection Officer ('DPO') to whom requests from data subjects could be addressed, and the company's website did not contain information about an appointed DPO.",No,2020,25000.0,6.0,SPAIN-2020,27,5,5
ETid-289,SPAIN,39000.0,Xfera Moviles S.A.,Art. 5 (1) f) GDPR,Insufficient legal basis for data processing,"Media, Telecoms and Broadcasting",A customer claimed to have received an SMS from Xfera Móviles informing about the non-payment and the resulting suspension of the service in relation to the account of another data subject.,No,2020,39000.0,6.0,SPAIN-2020,27,6,6
ETid-288,SPAIN,75000.0,"Equifax Iberica, S.L.",Art. 15 GDPR,Insufficient fulfilment of data subjects rights,"Finance, Insurance and Consulting",The Data Subject has requested by e-mail the deletion of his data from the file of the National Association of Financial Credit Institutions ('ASNEF'). Equifax Iberica had replied that the exercise of the complainant's right was excessive due to an earlier request and that therefore the deletion would not be carried out. This was seen as a breach of data subjects rights for erasure under the GDPR as well as a breach of blocking obligations under national data protection laws.,No,2020,75000.0,8.0,SPAIN-2020,27,3,2
ETid-287,SPAIN,1000.0,Property Owner,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,Individuals and Private Associations,Usage of CCTV camera which also captured the public roads outside in a violation of the so called principle of data minimisation.,No,2020,1000.0,0.0,SPAIN-2020,27,8,4
